,1:distance importance,field num,in age field num,in age avg rank,in age follower num,out age follower num,trans field follower num,in age compete
13755,1.4406227623241028,2808,53,174.0,0,0,0,991
14329,1.4142161148275028,89,39,25.0,0,0,0,1104
14699,1.4633117108622018,2808,98,652.3333333333334,0,0,0,1241
14757,1.5170268153682658,28,37,2.0,0,0,0,1413
14822,1.5061308026957443,2808,163,585.3333333333334,0,0,0,1413
14931,1.4850129004767598,677,112,71.33333333333333,0,0,0,1413
14959,1.429715069723904,2808,53,270.6666666666667,0,0,0,991
15405,1.4375191951467468,2808,56,529.6666666666666,0,0,0,1104
15856,1.4320025665133942,677,145,165.66666666666666,0,0,0,1527
16227,1.436350679446585,677,53,13.0,0,0,0,991
16235,1.4255087875667813,2808,53,305.6666666666667,0,0,0,991
16925,1.4247393059037277,406,155,12.666666666666666,0,0,0,706
17021,1.5138615433295302,2808,163,541.0,0,0,0,1413
17882,1.414234751893252,162,127,9.666666666666666,0,0,0,706
18513,1.430909604423441,406,190,28.0,0,0,0,1241
18691,1.4753361388914177,2808,163,800.6666666666666,0,0,0,1413
18828,1.529783146874706,2808,227,497.6666666666667,0,0,0,1527
18862,1.4339106115162215,2808,163,1243.6666666666667,0,0,0,1413
19029,1.4429179698142072,2808,98,905.6666666666666,0,0,0,1241
19133,1.4507497492072314,2808,56,400.0,0,0,0,1104
19392,1.5803307853541018,2808,163,163.33333333333334,0,0,0,1413
19831,1.5006347337866148,2808,163,620.0,0,0,0,1413
19953,1.4254729028453441,677,71,98.33333333333333,0,0,0,1104
20028,1.4338973483576676,2808,56,582.3333333333334,0,0,0,1104
20729,1.5669770057943806,2808,163,238.0,0,0,0,1413
20812,1.4843356577328672,2808,98,454.0,0,0,0,1241
20919,1.455647541220491,208,53,89.66666666666667,0,0,0,1413
20971,1.430612687079233,406,190,31.333333333333332,0,0,0,1241
21008,1.5124710277555002,403,98,26.666666666666668,0,0,0,1413
21492,1.4766438081888584,2808,163,789.3333333333334,0,0,0,1413
21670,1.6227672115742653,2808,163,44.0,0,0,0,1413
22020,1.4369684236086053,406,190,12.333333333333334,0,0,0,1241
22369,1.464950246299331,2808,163,908.3333333333334,0,0,0,1413
22574,1.414214962897346,23,29,3.6666666666666665,0,0,0,991
22602,1.4630191177015237,2808,163,940.0,0,0,0,1413
22981,1.4544299642014122,2808,98,761.6666666666666,0,0,0,1241
23147,1.4362277130106353,406,185,8.0,0,0,0,1104
23202,1.4857645223583522,208,40,33.666666666666664,0,0,0,1241
23411,1.4221494663206462,403,79,100.0,0,0,0,1241
23925,1.4465938260600433,2808,56,436.6666666666667,0,0,0,1104
23982,1.4303108481797648,101,85,6.0,0,0,0,1241
24139,1.4142409662932085,2808,53,389.0,0,0,0,991
24152,1.4331716943774864,2808,53,238.0,0,0,0,991
24309,1.4288816597603893,141,56,15.333333333333334,0,0,0,1527
24329,1.487906144297107,208,53,53.666666666666664,0,0,0,1413
25142,1.4888404955759118,2808,163,686.0,0,0,0,1413
25236,1.5878116109390943,2808,163,131.66666666666666,0,0,0,1413
25965,1.4341007875684626,406,195,19.666666666666668,0,0,0,1413
26161,1.4211986454815573,81,41,11.666666666666666,0,0,0,1413
26637,1.4806889442569817,2808,98,474.3333333333333,0,0,0,1241
27102,1.4232936599396078,2808,53,325.6666666666667,0,0,0,991
27221,1.5823653140602194,2808,163,153.33333333333334,0,0,0,1413
28015,1.4142214353853952,406,169,58.333333333333336,0,0,0,854
28863,1.4897108776569445,2808,227,700.0,0,0,0,1527
28918,1.4224479040114435,2808,56,721.3333333333334,0,0,0,1104
29365,1.4737895407910786,2808,98,531.0,0,0,0,1241
29600,1.5192579658393193,2808,163,516.0,0,0,0,1413
30250,1.424677573048139,28,23,1.6666666666666667,0,0,0,706
31158,1.4431938473682004,50,57,2.6666666666666665,0,0,0,1527
31617,1.5300744639144048,2808,227,493.3333333333333,0,0,0,1527
31697,1.439029565083708,2808,56,514.0,0,0,0,1104
31765,1.5185936302960743,2808,163,517.6666666666666,0,0,0,1413
31823,1.4976766250790952,208,53,39.666666666666664,0,0,0,1413
31969,1.494587875183158,2808,163,645.3333333333334,0,0,0,1413
31971,1.425515859428074,2808,56,680.6666666666666,0,0,0,1104
32045,1.4332761636688223,38,39,9.0,0,0,0,1241
32301,1.5404067977954738,2808,227,429.0,0,0,0,1527
32333,1.4230857811602073,89,52,40.666666666666664,0,0,0,1413
32409,1.4433335806744492,2808,163,1146.6666666666667,0,0,0,1413
33481,1.4889207475318829,403,98,52.666666666666664,0,0,0,1413
33995,1.4269816312059354,677,79,145.0,0,0,0,1241
34382,1.471883524972103,2808,56,225.33333333333334,0,0,0,1104
34867,1.4235703636814612,677,36,24.666666666666668,0,0,0,854
34880,1.537584811110839,2808,163,407.0,0,0,0,1413
36312,1.476323668711983,403,118,69.33333333333333,0,0,0,1527
36327,1.453155293887878,677,112,113.0,0,0,0,1413
36849,1.4249359822096603,403,60,12.0,0,0,0,854
37026,1.4333717894469802,403,63,18.333333333333332,0,0,0,991
37197,1.4142143501681568,162,134,19.333333333333332,0,0,0,991
37931,1.4680268869709945,2808,98,585.6666666666666,0,0,0,1241
38321,1.602228206660571,2808,163,86.0,0,0,0,1413
39342,1.5390103879333268,2808,163,397.6666666666667,0,0,0,1413
39406,1.5143024212301064,2808,163,536.3333333333334,0,0,0,1413
39637,1.4534559061881438,2808,98,769.6666666666666,0,0,0,1241
40124,1.5819862467990198,2808,163,155.66666666666666,0,0,0,1413
40648,1.4877230035652405,2808,227,712.0,0,0,0,1527
41283,1.5254156146884448,2808,163,488.6666666666667,0,0,0,1413
41462,1.507232408422103,677,145,44.0,0,0,0,1527
41976,1.5224013003259154,2808,163,500.3333333333333,0,0,0,1413
43348,1.448499107013412,2808,56,420.6666666666667,0,0,0,1104
44663,1.5793952215152474,2808,227,201.66666666666666,0,0,0,1527
44998,1.4142452993869483,229,93,67.0,0,0,0,1413
45287,1.4472396932366198,677,145,137.66666666666666,0,0,0,1527
45379,1.4540634862917539,406,190,6.0,0,0,0,1241
45745,1.4279802690729209,81,35,7.333333333333333,0,0,0,1241
45941,1.4240460804188262,50,56,11.333333333333334,0,0,0,1413
46429,1.5069577098252396,406,195,2.6666666666666665,0,0,0,1413
46626,1.438152071774223,403,98,109.33333333333333,0,0,0,1413
48061,1.5345577997731306,2808,227,466.0,0,0,0,1527
48126,1.471298634767502,2808,163,844.6666666666666,0,0,0,1413
48811,1.563923790595514,2808,163,253.33333333333334,0,0,0,1413
48903,1.4930946207739617,677,145,65.33333333333333,0,0,0,1527
49163,1.4344562856441523,208,40,76.33333333333333,0,0,0,1241
50588,1.45152413622303,2808,56,393.6666666666667,0,0,0,1104
50967,1.5096989514396473,403,118,33.666666666666664,0,0,0,1527
51230,1.4877468989252487,208,65,55.0,0,0,0,1527
51603,1.6124156801433744,28,37,1.0,0,0,0,1413
53204,1.4142212556654623,229,77,24.0,0,0,0,991
53221,1.4421879894911278,2808,163,1161.6666666666667,0,0,0,1413
53441,1.4231775596055156,23,21,1.0,0,0,0,706
53606,1.4300116742907911,677,53,35.666666666666664,0,0,0,991
53916,1.4273174893900589,677,53,41.333333333333336,0,0,0,991
54982,1.4298392868628376,229,93,41.0,0,0,0,1413
55778,1.4605456231110552,2808,163,960.0,0,0,0,1413
55939,1.4373503906879095,406,185,6.333333333333333,0,0,0,1104
56193,1.5300975237790784,208,53,21.0,0,0,0,1413
57151,1.5600778852870436,2808,163,271.0,0,0,0,1413
57205,1.4301291552909523,406,190,36.0,0,0,0,1241
57577,1.4468687759806378,403,118,95.66666666666667,0,0,0,1527
57636,1.4602520074162637,208,30,22.333333333333332,0,0,0,1104
57923,1.4142463095090185,403,60,24.666666666666668,0,0,0,854
58947,1.4534091326484835,2808,56,372.6666666666667,0,0,0,1104
59949,1.4302270646398227,677,71,80.0,0,0,0,1104
59989,1.4658814299005754,2808,163,899.0,0,0,0,1413
60012,1.463986886484697,2808,98,638.0,0,0,0,1241
61041,1.5605774533805645,2808,163,268.3333333333333,0,0,0,1413
61792,1.4511363642798105,2808,98,803.6666666666666,0,0,0,1241
61912,1.4217543356150584,403,98,128.0,0,0,0,1413
62412,1.4658420134165604,677,112,85.33333333333333,0,0,0,1413
62455,1.4473082673828703,89,39,7.666666666666667,0,0,0,1104
62609,1.491776359746599,2808,163,664.6666666666666,0,0,0,1413
63340,1.5369243006029012,2808,227,452.6666666666667,0,0,0,1527
64149,1.4481650143054239,2808,98,838.0,0,0,0,1241
64830,1.414313069760481,162,131,13.0,0,0,0,854
65040,1.5389482813967865,2808,163,398.6666666666667,0,0,0,1413
65620,1.4142365342969216,2808,53,390.0,0,0,0,991
66514,1.5087071491982236,2808,163,564.6666666666666,0,0,0,1413
67529,1.4758498595918628,229,93,24.333333333333332,0,0,0,1413
69805,1.4142191644617768,403,60,30.333333333333332,0,0,0,854
70586,1.5560365026872,2808,163,297.0,0,0,0,1413
70704,1.4607993503375156,141,54,3.3333333333333335,0,0,0,1413
71166,1.4877212585731905,2808,163,697.0,0,0,0,1413
71636,1.5211018498056148,162,153,2.6666666666666665,0,0,0,1527
72109,1.43557779304804,2808,98,1006.0,0,0,0,1241
72861,1.4545057489493936,208,53,91.0,0,0,0,1413
72941,1.5725466693939996,2808,227,240.66666666666666,0,0,0,1527
72998,1.4719383793553336,2808,163,837.3333333333334,0,0,0,1413
73444,1.4822916558958434,2808,163,734.6666666666666,0,0,0,1413
73553,1.4302479492074018,2808,53,263.3333333333333,0,0,0,991
73969,1.5409191024116535,2808,227,426.0,0,0,0,1527
74005,1.4299244135534264,406,190,37.666666666666664,0,0,0,1241
74520,1.4839940988732094,2808,163,727.0,0,0,0,1413
74776,1.433290449202019,2808,53,235.33333333333334,0,0,0,991
74952,1.4445860280803018,38,45,3.6666666666666665,0,0,0,1527
75308,1.447042200243383,2808,98,848.6666666666666,0,0,0,1241
76788,1.5555794772914247,403,118,7.666666666666667,0,0,0,1527
77264,1.464250399976508,2808,98,629.3333333333334,0,0,0,1241
77578,1.4668935512913455,2808,98,602.0,0,0,0,1241
77952,1.557376393813803,2808,227,322.6666666666667,0,0,0,1527
77963,1.4250347339875344,2808,163,1306.0,0,0,0,1413
78467,1.4626208085116434,2808,98,660.3333333333334,0,0,0,1241
79959,1.5752337218060648,2808,163,193.0,0,0,0,1413
80340,1.515359809871651,2808,163,531.3333333333334,0,0,0,1413
80494,1.4878495388700275,2808,163,693.3333333333334,0,0,0,1413
80609,1.4589034419094573,2808,98,694.6666666666666,0,0,0,1241
81248,1.4824362593494222,208,53,62.666666666666664,0,0,0,1413
81739,1.4927867101513081,403,118,52.333333333333336,0,0,0,1527
81832,1.4500143685333058,2808,56,406.6666666666667,0,0,0,1104
81841,1.424783964034532,406,169,24.333333333333332,0,0,0,854
81849,1.4330575308211861,406,190,20.666666666666668,0,0,0,1241
82149,1.4462640165584018,677,79,81.33333333333333,0,0,0,1241
82955,1.419048482079568,677,53,68.66666666666667,0,0,0,991
83106,1.4142369755206243,403,60,28.333333333333332,0,0,0,854
84387,1.5165424008568498,2808,227,562.3333333333334,0,0,0,1527
84777,1.4281116063690753,2808,98,1093.0,0,0,0,1241
85271,1.504454592750598,2808,163,591.0,0,0,0,1413
86250,1.5294370804932271,2808,227,499.3333333333333,0,0,0,1527
86828,1.4663193192908015,2808,163,893.6666666666666,0,0,0,1413
87697,1.4532998816229639,677,145,122.33333333333333,0,0,0,1527
87741,1.5672124582139908,2808,163,236.33333333333334,0,0,0,1413
88587,1.4401973745406336,677,145,149.66666666666666,0,0,0,1527
89071,1.4640908238593364,2808,98,634.6666666666666,0,0,0,1241
89306,1.4401019178669658,2808,98,943.6666666666666,0,0,0,1241
89828,1.428994507873856,406,185,39.0,0,0,0,1104
89870,1.5472142269455575,2808,227,388.0,0,0,0,1527
89873,1.4675020056185386,403,98,72.33333333333333,0,0,0,1413
90174,1.539557503035212,2808,227,433.6666666666667,0,0,0,1527
91312,1.4409239039713315,50,56,3.6666666666666665,0,0,0,1413
91549,1.5967458364940526,2808,163,101.0,0,0,0,1413
91651,1.4796564434761006,2808,227,757.3333333333334,0,0,0,1527
91763,1.424728765986898,677,71,99.66666666666667,0,0,0,1104
91852,1.4421012187799624,81,39,4.0,0,0,0,1527
92507,1.4784004196908458,2808,163,772.0,0,0,0,1413
93565,1.5117585375635056,2808,163,548.6666666666666,0,0,0,1413
93859,1.5330729995343708,2808,163,437.6666666666667,0,0,0,1413
93872,1.4436648611819032,677,112,140.66666666666666,0,0,0,1413
96679,1.4531601945663353,2808,56,375.6666666666667,0,0,0,1104
96701,1.4520671985325613,81,41,4.0,0,0,0,1413
96804,1.434984671469326,2808,98,1011.0,0,0,0,1241
97065,1.4687680345725023,2808,163,870.3333333333334,0,0,0,1413
97200,1.5028143758012404,2808,163,602.0,0,0,0,1413
97203,1.4420566796956809,403,98,105.0,0,0,0,1413
97426,1.427000762062589,406,169,18.0,0,0,0,854
97509,1.4302298291234143,677,53,34.0,0,0,0,991
97654,1.4376698245238217,2808,53,193.33333333333334,0,0,0,991
98361,1.6182028543598814,2808,227,62.333333333333336,0,0,0,1527
98688,1.497862148899915,403,98,38.333333333333336,0,0,0,1413
98707,1.525289643536652,2808,163,489.6666666666667,0,0,0,1413
99508,1.5853141170379685,2808,227,168.33333333333334,0,0,0,1527
99730,1.4305357681795012,229,88,37.666666666666664,0,0,0,1241
99770,1.4961741101817532,2808,227,664.0,0,0,0,1527
100197,1.448841049696665,89,52,21.333333333333332,0,0,0,1413
100496,1.45781561647748,2808,98,711.0,0,0,0,1241
100575,1.4534386016593928,89,52,17.666666666666668,0,0,0,1413
100840,1.424926181356005,2808,56,687.0,0,0,0,1104
101072,1.5531809093247115,2808,227,346.6666666666667,0,0,0,1527
101575,1.5049759411339083,229,98,11.0,0,0,0,1527
102750,1.5394397490986391,2808,163,394.0,0,0,0,1413
102964,1.456944597428106,2808,163,999.3333333333334,0,0,0,1413
103460,1.4142209510118804,162,140,20.0,0,0,0,1104
103600,1.4390308017343405,406,195,13.0,0,0,0,1413
104217,1.499329771288461,89,52,10.333333333333334,0,0,0,1413
104548,1.531008677578248,2808,163,447.6666666666667,0,0,0,1413
105329,1.4803251205682897,406,195,3.6666666666666665,0,0,0,1413
105638,1.5683377862478434,2808,227,264.3333333333333,0,0,0,1527
105685,1.453752441520955,2808,56,368.6666666666667,0,0,0,1104
106145,1.5638846966953392,677,112,6.666666666666667,0,0,0,1413
107753,1.4142175505810826,229,93,70.0,0,0,0,1413
107950,1.4697048668303487,2808,163,859.6666666666666,0,0,0,1413
108249,1.4495420211768841,162,152,6.666666666666667,0,0,0,1413
108283,1.4237021183917595,229,82,31.666666666666668,0,0,0,1104
108340,1.4808324872115424,2808,227,752.6666666666666,0,0,0,1527
108774,1.4349232138969645,95,55,10.666666666666666,0,0,0,1241
109012,1.4329514804036565,2808,53,243.66666666666666,0,0,0,991
109202,1.4523545724713238,2808,163,1052.0,0,0,0,1413
109263,1.4479421279263625,2808,163,1098.3333333333333,0,0,0,1413
109542,1.4820561822204914,2808,163,737.0,0,0,0,1413
109784,1.42844882832648,2808,251,627.3333333333334,0,0,0,1338
110011,1.578866876642872,2808,163,175.33333333333334,0,0,0,1413
110454,1.431372395320285,229,93,37.0,0,0,0,1413
110791,1.6270667665097576,2808,163,38.0,0,0,0,1413
110792,1.4331716943774864,2808,56,594.0,0,0,0,1104
110945,1.4543736712766473,677,79,61.666666666666664,0,0,0,1241
111969,1.442774873987948,89,52,24.333333333333332,0,0,0,1413
113082,1.451975108200555,2808,98,794.3333333333334,0,0,0,1241
113721,1.4325991444310566,406,200,15.666666666666666,0,0,0,1527
115079,1.414220852930445,101,76,6.333333333333333,0,0,0,706
115140,1.414214962897346,2808,53,391.6666666666667,0,0,0,991
116425,1.502399751966234,2808,227,635.6666666666666,0,0,0,1527
116465,1.4296223792928124,141,56,10.333333333333334,0,0,0,1527
117356,1.461672883535114,677,112,92.66666666666667,0,0,0,1413
118243,1.4520593123258507,101,85,2.3333333333333335,0,0,0,1241
118503,1.4301873490198433,403,65,48.0,0,0,0,1104
118665,1.4522236059099731,677,112,116.66666666666667,0,0,0,1413
118798,1.4784574435502473,2808,227,770.0,0,0,0,1527
119058,1.4926525772456292,3,14,1.0,0,0,0,1241
119469,1.452287533148977,2808,98,785.0,0,0,0,1241
119655,1.430581563535339,2808,163,1271.0,0,0,0,1413
120163,1.5089120120028832,2808,163,562.3333333333334,0,0,0,1413
120411,1.4350125953348882,2808,53,220.0,0,0,0,991
121236,1.551749470177563,2808,227,357.0,0,0,0,1527
121584,1.4343779247810944,38,32,5.0,0,0,0,1104
121778,1.5274587944707232,2808,163,477.0,0,0,0,1413
121863,1.4457359710584543,2808,163,1126.3333333333333,0,0,0,1413
122738,1.4363555197464255,101,85,4.666666666666667,0,0,0,1241
122795,1.437064454801268,677,53,11.666666666666666,0,0,0,991
124881,1.4896488009409077,403,118,56.0,0,0,0,1527
125088,1.4723803631033465,2808,163,829.3333333333334,0,0,0,1413
125940,1.5269402578921045,229,93,7.666666666666667,0,0,0,1413
126168,1.5427747106165457,677,112,11.0,0,0,0,1413
126287,1.4453726015557402,2808,227,1005.0,0,0,0,1527
126731,1.5375350559934715,2808,163,408.0,0,0,0,1413
127898,1.4710888491991,2808,98,556.3333333333334,0,0,0,1241
128231,1.4381082675539738,2808,98,960.0,0,0,0,1241
128244,1.478154861493143,2808,98,494.3333333333333,0,0,0,1241
129254,1.436992378808467,403,118,104.66666666666667,0,0,0,1527
129551,1.5256316112632105,2808,163,487.0,0,0,0,1413
129591,1.414220852930445,677,36,40.666666666666664,0,0,0,854
129945,1.443057643505924,403,65,33.666666666666664,0,0,0,1104
130418,1.4266709888099924,141,54,21.0,0,0,0,1413
130552,1.4360299512342882,2808,163,1218.0,0,0,0,1413
130686,1.4257238635925296,406,190,55.0,0,0,0,1241
130922,1.4285548097491425,38,44,12.333333333333334,0,0,0,1413
131603,1.4283867599438966,2808,163,1285.6666666666667,0,0,0,1413
132856,1.4332424701127233,677,79,118.66666666666667,0,0,0,1241
133177,1.5046193383170914,677,79,22.333333333333332,0,0,0,1241
133420,1.4414129440606063,2808,98,926.6666666666666,0,0,0,1241
133883,1.4299831988946257,229,93,40.0,0,0,0,1413
133957,1.463511128518394,2808,227,884.3333333333334,0,0,0,1527
133988,1.4635378570425797,50,56,1.0,0,0,0,1413
135740,1.5007032226878305,2808,227,649.0,0,0,0,1527
137430,1.440142466672967,677,79,93.33333333333333,0,0,0,1241
137904,1.627089721975509,2808,227,49.666666666666664,0,0,0,1527
137980,1.4402990810378486,2808,98,937.3333333333334,0,0,0,1241
138235,1.4252257616313622,2808,163,1304.6666666666667,0,0,0,1413
138335,1.4304286447762007,677,53,33.0,0,0,0,991
139212,1.6082290796452832,2808,227,87.66666666666667,0,0,0,1527
139475,1.4297406527562415,229,88,40.333333333333336,0,0,0,1241
139566,1.4299357981960739,406,169,9.0,0,0,0,854
139655,1.4454581495333394,2808,56,455.0,0,0,0,1104
141683,1.5297915543436615,2808,227,496.6666666666667,0,0,0,1527
141774,1.4524005391035217,406,190,7.666666666666667,0,0,0,1241
141893,1.501783780705607,2808,227,643.6666666666666,0,0,0,1527
142963,1.445860565508207,2808,98,868.6666666666666,0,0,0,1241
143490,1.43183911335058,38,45,7.333333333333333,0,0,0,1527
143781,1.4459194391748484,2808,98,866.6666666666666,0,0,0,1241
144629,1.434796771487723,2808,53,221.33333333333334,0,0,0,991
145489,1.4142268817585946,406,195,60.0,0,0,0,1413
146478,1.4560318967347963,2808,98,737.3333333333334,0,0,0,1241
146755,1.4460788096451216,2808,98,860.6666666666666,0,0,0,1241
147306,1.4235402672159865,403,65,56.333333333333336,0,0,0,1104
147468,1.549109874784193,2808,227,374.6666666666667,0,0,0,1527
147785,1.5853004386831568,2808,163,143.33333333333334,0,0,0,1413
148004,1.4808928285837617,2808,227,751.6666666666666,0,0,0,1527
148227,1.561348027864256,2808,163,266.0,0,0,0,1413
149102,1.5173609884601926,2808,163,525.6666666666666,0,0,0,1413
150181,1.4351128477692776,2808,56,569.0,0,0,0,1104
151240,1.4290687645233144,406,185,38.0,0,0,0,1104
151504,1.5916924635636438,2808,227,139.33333333333334,0,0,0,1527
152384,1.5281392636908666,2808,98,273.6666666666667,0,0,0,1241
153103,1.4411865566934745,2808,56,495.3333333333333,0,0,0,1104
153129,1.4631396813927626,677,79,50.0,0,0,0,1241
153630,1.4668225579735872,2808,163,888.0,0,0,0,1413
153933,1.4369079850220665,2808,53,202.0,0,0,0,991
154297,1.6234978062609833,2808,227,54.0,0,0,0,1527
154822,1.4860121861918083,2808,163,712.0,0,0,0,1413
155091,1.5386100982780622,2808,163,400.6666666666667,0,0,0,1413
155170,1.4709636410034042,89,52,14.333333333333334,0,0,0,1413
155801,1.4370086099083395,2808,56,538.3333333333334,0,0,0,1104
156122,1.4792807283107716,2808,163,760.0,0,0,0,1413
156484,1.5713135837456171,2808,163,218.66666666666666,0,0,0,1413
156749,1.44754489111607,403,118,94.0,0,0,0,1527
156950,1.4850254666418297,403,98,58.333333333333336,0,0,0,1413
157063,1.4322570426918926,677,71,66.33333333333333,0,0,0,1104
157377,1.4350521697281993,38,39,7.333333333333333,0,0,0,1241
158018,1.5390464157953265,2808,163,396.6666666666667,0,0,0,1413
158765,1.45568628917502,2808,98,744.0,0,0,0,1241
160742,1.421344513281105,162,152,14.333333333333334,0,0,0,1413
161436,1.432831014750538,141,51,7.0,0,0,0,1241
161637,1.4247791656708848,406,169,25.333333333333332,0,0,0,854
162265,1.436248898217251,229,88,31.333333333333332,0,0,0,1241
162794,1.4281761292580313,81,29,5.333333333333333,0,0,0,1104
162943,1.5086957310061662,2808,227,596.0,0,0,0,1527
163059,1.5280633941592365,2808,227,510.6666666666667,0,0,0,1527
163213,1.4903435449505475,677,112,60.0,0,0,0,1413
163435,1.4824611846919475,229,88,17.333333333333332,0,0,0,1241
163977,1.444872804617863,677,79,85.33333333333333,0,0,0,1241
164175,1.4792469299042241,2808,163,761.0,0,0,0,1413
164504,1.4757013103737713,2808,227,792.3333333333334,0,0,0,1527
165076,1.5279143718326247,2808,98,276.3333333333333,0,0,0,1241
165077,1.5514725091399812,89,52,5.666666666666667,0,0,0,1413
165117,1.4950785138097533,677,79,29.0,0,0,0,1241
165354,1.4467685360034797,2808,98,852.3333333333334,0,0,0,1241
165652,1.5660363768346923,2808,163,244.0,0,0,0,1413
166025,1.4142407996599748,406,155,33.333333333333336,0,0,0,706
166033,1.5156102186385614,229,88,9.0,0,0,0,1241
167762,1.5416192414971859,2808,163,382.0,0,0,0,1413
168126,1.6148928142901164,2808,163,56.0,0,0,0,1413
169088,1.4218517254075773,677,71,111.33333333333333,0,0,0,1104
169189,1.4792983173930607,2808,163,759.0,0,0,0,1413
169818,1.4540343379578464,677,112,109.0,0,0,0,1413
169948,1.430215148882157,406,185,28.666666666666668,0,0,0,1104
170214,1.4230501975939236,23,26,2.0,0,0,0,854
170758,1.4993890452719114,2808,163,626.6666666666666,0,0,0,1413
171015,1.4334162200538316,406,190,19.666666666666668,0,0,0,1241
171220,1.432621281724641,406,185,14.0,0,0,0,1104
171726,1.4237021183917595,229,88,52.333333333333336,0,0,0,1241
171854,1.5540007816452612,141,56,1.0,0,0,0,1527
171889,1.4380365319901136,141,54,6.0,0,0,0,1413
172205,1.5327453714026222,2808,163,441.6666666666667,0,0,0,1413
172770,1.4142291944889325,403,63,49.333333333333336,0,0,0,991
173007,1.423074715041452,406,169,31.0,0,0,0,854
173647,1.4460102001147155,2808,56,444.3333333333333,0,0,0,1104
174007,1.485000698146133,2808,98,448.6666666666667,0,0,0,1241
174198,1.4772402736301795,2808,163,783.0,0,0,0,1413
174506,1.423167569195149,406,178,43.333333333333336,0,0,0,991
175049,1.4734965316739963,2808,98,533.3333333333334,0,0,0,1241
175459,1.538010175790714,2808,163,404.3333333333333,0,0,0,1413
175525,1.5787627760751584,2808,227,206.66666666666666,0,0,0,1527
175538,1.4258607652576478,677,71,96.33333333333333,0,0,0,1104
175579,1.647575832432916,2808,163,27.333333333333332,0,0,0,1413
175992,1.5329865002939276,2808,163,439.3333333333333,0,0,0,1413
176083,1.4196467826545958,406,195,54.666666666666664,0,0,0,1413
176148,1.4142536132163444,403,65,80.33333333333333,0,0,0,1104
176859,1.4299825069212284,406,178,17.666666666666668,0,0,0,991
177117,1.4872665766089441,2808,98,436.3333333333333,0,0,0,1241
177336,1.5350921760900704,2808,227,462.3333333333333,0,0,0,1527
177372,1.427232764195963,229,93,46.666666666666664,0,0,0,1413
177856,1.4877943367292672,229,93,16.666666666666668,0,0,0,1413
177957,1.4269753363842994,141,44,8.0,0,0,0,1104
178051,1.5114956434534756,208,53,30.333333333333332,0,0,0,1413
178143,1.4750957281872055,2808,56,204.0,0,0,0,1104
178345,1.5321933644502144,2808,98,257.3333333333333,0,0,0,1241
178549,1.4393079673774256,2808,56,511.6666666666667,0,0,0,1104
178654,1.4269513503035836,406,185,48.333333333333336,0,0,0,1104
178750,1.4262094921500872,677,71,94.66666666666667,0,0,0,1104
179105,1.4517044642589356,95,59,6.666666666666667,0,0,0,1413
179191,1.4847077925021057,2808,98,451.3333333333333,0,0,0,1241
179636,1.4540769309287582,2808,163,1036.0,0,0,0,1413
179714,1.4268384625323642,28,26,1.0,0,0,0,854
180503,1.4327792101329206,2808,56,601.3333333333334,0,0,0,1104
181719,1.5273086278502281,2808,163,479.0,0,0,0,1413
183311,1.4677260603156093,2808,98,588.0,0,0,0,1241
183699,1.4142282741724814,81,35,16.0,0,0,0,1241
183777,1.4428823142806702,2808,56,476.3333333333333,0,0,0,1104
