id1,id2
848034,13583
894465,13583
987491,13583
199995,13755
253861,13755
300245,13755
404434,13755
685647,13755
61480,14201
131581,14201
162233,14201
379125,14201
631774,14201
5882,14699
5953,14757
76057,14757
139026,14757
199995,14757
203008,14757
246611,14757
346336,14757
424244,14757
685647,14757
887619,14757
170369,14822
182900,14822
745964,14822
891264,14822
112462,14959
170369,15318
745964,15318
484145,15405
41874,15694
64303,15694
100160,15694
131581,15694
180263,15694
314600,15694
379125,15694
501692,15694
569914,15694
631774,15694
754032,15694
939567,15694
43714,16227
66915,16281
96613,16281
130689,16281
153590,16281
166785,16281
179205,16281
204386,16281
270491,16281
379125,16281
29067,16438
100160,16438
314600,16438
346336,16438
423267,16438
483587,16438
582313,16438
799053,16438
840402,16438
129761,16574
61938,17021
199995,17021
203008,17021
246611,17021
771438,17021
41874,17387
936425,17387
418955,17748
754032,17877
213212,18258
771438,18691
754032,18977
796734,18977
771438,19029
988638,19029
346336,19133
685647,19133
754032,19133
686897,19241
66915,19297
87985,19297
131581,19297
204386,19297
270491,19297
379125,19297
631774,19297
754032,19297
814852,19297
939567,19297
139026,19392
199995,19392
346336,19392
531986,19392
577627,19392
66915,19701
130932,19701
224638,19701
307025,19701
317417,19701
354105,19701
359016,19701
379125,19701
504928,19701
531986,19701
562304,19701
763301,19701
840402,19701
257544,19892
346336,19892
531986,19892
749734,19892
754032,19892
489303,20050
754032,20050
894465,20050
96613,20760
177060,20760
297702,20812
100160,20862
520975,20862
577627,20862
754032,20862
96613,21008
170369,21008
177060,21008
182900,21008
5953,21009
7230,21009
139026,21009
187478,21009
240865,21009
354105,21009
467853,21009
767068,21009
894465,21009
297894,21292
76057,21492
162233,21492
194703,21492
631774,21492
59537,21578
139026,21578
346336,21578
354105,21578
672011,21578
771438,21578
270491,21670
379125,21670
41874,21744
61480,21744
66915,21744
354105,21744
631774,21744
751019,21744
754032,21744
894465,21744
246611,22124
424244,22124
562304,22124
771438,22124
96613,22257
177060,22257
686897,22257
796734,22257
153590,22348
166785,22348
179205,22348
686897,22348
754032,22348
130932,22875
100160,22928
489303,22928
489676,22928
567190,22928
573870,22928
577627,22928
751019,22928
754032,22928
894465,22928
923618,22928
925181,22928
204386,23925
610706,23925
754032,23925
66915,24568
110161,24944
213212,24944
270491,24944
686897,24944
988440,25142
41874,26023
64303,26023
100160,26023
354158,26023
564239,26023
582313,26023
754032,26023
755494,26023
771010,26023
838241,26023
224638,26193
531986,26193
200968,26367
297702,26367
299471,26367
424244,26367
66915,26510
198532,26510
814751,26510
987491,26510
988638,26510
41874,26520
57209,26520
186594,26520
521704,26520
645612,26520
753963,26520
755494,26520
799466,26520
840402,26520
771438,26637
72041,26825
123915,26825
137474,26825
182900,26825
796734,26825
66915,27916
170369,28002
41874,28772
43714,28772
129761,28772
203639,28772
418955,28772
754032,28772
100160,28863
754032,29067
894465,29067
577627,29604
12472,29791
29067,29791
29909,29791
45313,29791
100160,29791
292915,29791
293896,29791
423267,29791
505532,29791
577627,29791
595101,29791
754032,29791
842351,29791
845625,29791
892823,29791
76057,29808
139026,29808
297702,29808
299471,29808
588508,29808
596126,29808
771438,29808
809999,29808
894465,29808
193216,29909
423267,29909
482600,29909
894465,29909
43714,29978
61480,29978
64303,29978
100160,29978
631774,29978
754032,29978
894465,29978
631774,30431
840402,30431
66915,31022
894465,31022
43714,31274
76057,31274
199995,31274
304401,31274
346336,31274
404434,31274
582313,31274
685647,31274
754032,31274
246611,31324
299471,31324
771438,31324
5882,31556
29067,31556
100160,31556
293896,31556
423267,31556
478603,31556
531986,31556
577627,31556
754032,31556
892823,31556
894465,31556
66915,31606
336783,31606
840402,31606
41874,31617
755494,31617
920101,31617
66915,31685
424296,31685
754032,31685
43714,31697
484145,31697
295756,31823
270491,31969
686897,31969
987491,31969
814751,32366
112462,32401
489303,32401
659517,32401
674873,32401
66915,32433
175708,32433
531986,32433
987491,32433
66915,32971
100160,32971
582313,32971
754032,33161
840102,33161
5882,33560
418955,33560
520975,33560
531986,33560
660401,33560
41874,33666
43714,33666
76057,33666
100160,33666
125465,33666
199995,33666
304401,33666
346336,33666
404434,33666
582313,33666
674662,33666
685647,33666
754032,33666
936425,33666
33316,34094
478603,34094
575051,34094
754032,34094
923618,34094
379125,34172
66915,34249
130932,34249
194703,34249
377908,34249
379125,34249
814751,34249
845625,34249
894465,34249
987491,34249
96964,34382
149515,34382
293896,34382
46925,34899
816900,34899
177060,35464
42993,35697
66915,35719
100160,35719
531986,35719
754032,35719
894465,35719
41874,36310
418955,36310
771438,36310
170369,36312
5882,36521
61938,36521
139026,36521
246611,36521
346336,36521
354105,36521
379125,36521
531986,36521
577627,36521
771438,36521
354105,36987
754032,37026
935990,37026
38490,37730
61938,37730
112462,37730
114342,37730
130932,37730
131627,37730
139026,37730
182598,37730
354105,37730
379125,37730
562304,37730
577627,37730
754032,37730
842351,37730
894465,37730
631774,38061
754032,38061
61534,38302
894465,38302
336783,38321
346336,38321
379125,38321
754032,38321
799053,38321
66915,38490
631774,38490
939567,38490
531986,38579
755494,38579
926548,38579
41874,38936
66915,38936
631774,38936
754032,38936
531986,38977
58372,39258
66915,39258
130689,39258
182900,39258
845625,39258
892823,39258
894465,39258
754032,39342
246611,39406
674873,39637
379125,40230
531986,40230
139026,40743
346336,40743
577627,40743
771438,40743
562304,40922
840402,40922
182598,41283
424244,41283
754032,41874
66915,41899
754032,41899
894465,41899
354105,42234
346336,42589
645612,42589
754032,42589
755494,42589
850692,42589
920101,42589
66915,42993
418955,42993
424296,42993
631774,42993
754032,42993
192382,43348
96613,43520
177060,43520
187478,43520
758943,43520
41874,43714
87985,43714
582313,43714
754032,43714
894465,43714
110161,44068
754032,44751
5882,44764
33560,44764
41874,44764
418955,44764
469286,44764
531986,44764
774791,44764
840402,44764
868306,44764
894465,44764
926548,44764
96613,44776
177060,44776
758943,44776
936190,44776
5953,44906
114342,44906
562304,44906
926548,44906
988638,44906
187478,44994
744265,44994
5953,45475
36537,45475
139026,45475
152312,45475
187478,45475
192382,45475
238440,45475
240865,45475
295756,45475
354105,45475
831381,45475
76057,45560
139026,45560
148355,45560
238440,45560
295756,45560
346336,45560
354105,45560
645612,45560
672011,45560
685647,45560
100160,46120
112462,46120
489303,46120
577627,46120
751019,46120
754032,46120
894465,46120
925181,46120
531986,46381
46925,46429
796734,46626
66915,46794
177060,46794
270491,46794
754032,46794
350840,46814
12472,46925
41899,46925
137474,46925
394806,46925
595101,46925
628981,46925
41874,47033
199995,47033
224638,47033
270491,47033
336783,47033
531986,47033
754032,47033
38490,47789
313284,47789
379125,47789
631774,47789
894465,47789
939567,47789
20050,48566
29909,48566
58372,48566
72041,48566
85776,48566
131627,48566
139026,48566
154548,48566
170369,48566
193216,48566
224294,48566
293896,48566
313284,48566
339490,48566
379125,48566
489303,48566
745964,48566
754032,48566
767068,48566
805661,48566
835894,48566
838524,48566
845625,48566
891264,48566
892823,48566
894465,48566
943936,48566
771438,48811
354105,49367
199995,49374
531986,49374
645612,49374
840402,49374
926548,49374
100160,49797
139026,49797
293896,49797
423267,49797
489303,49797
754032,49797
830538,49797
894465,49797
187478,50034
240865,50034
354105,50034
582930,50034
842611,50034
22928,50251
66915,50251
85776,50251
130932,50251
139026,50251
170369,50251
177060,50251
346336,50251
354105,50251
379125,50251
569914,50251
745964,50251
754032,50251
840402,50251
894465,50251
946137,50251
962339,50251
988440,50251
182598,50493
562304,50493
771438,50493
58372,50588
100160,50588
139026,50588
489303,50588
596126,50588
754032,50588
894465,50588
170369,50967
745964,50967
100160,51376
257544,51376
345427,51376
346336,51376
404345,51376
417607,51376
500664,51376
562304,51376
573870,51376
631774,51376
645612,51376
754032,51376
763301,51376
840402,51376
843607,51376
988638,51376
28772,51909
41874,51909
42993,51909
57209,51909
754032,51909
784760,51909
5882,51992
41874,51992
64303,51992
100160,51992
135032,51992
314600,51992
379125,51992
483587,51992
489303,51992
531986,51992
577627,51992
596126,51992
631774,51992
754032,51992
807121,51992
840402,51992
894465,51992
939567,51992
5882,52093
404434,52093
531986,52093
754032,52093
38490,52382
66915,52382
112462,52382
194703,52382
631774,52382
894465,52382
988440,52382
41874,52900
66915,52900
754032,52900
177060,53739
418955,53739
670088,53739
634377,56193
66915,57124
354105,57124
894465,57124
41874,57209
41874,57840
66915,58372
162233,58372
182900,58372
423267,58372
489303,58372
489676,58372
894465,58372
100160,58386
182598,58386
359016,58386
379125,58386
531986,58386
625736,58386
754032,58386
840402,58386
926548,58386
177060,58438
354105,58438
38490,58549
66915,58549
100160,58549
194703,58549
292915,58549
394806,58549
631774,58549
668302,58549
670088,58549
751019,58549
754032,58549
776562,58549
816900,58549
894465,58549
987491,58549
988440,58549
29067,58947
41874,59293
66915,59293
631774,59293
754032,59293
22928,59537
112462,59537
354105,59537
428717,59537
489303,59537
577627,59537
840102,59537
988440,59537
659517,60012
38490,61041
114342,61041
379125,61041
840102,61041
894465,61041
988440,61041
5882,61172
66915,61172
531986,61172
562304,61172
577627,61172
645612,61172
754032,61172
755494,61172
840402,61172
936425,61172
754032,61226
100160,61480
112462,61480
114342,61480
239961,61480
577627,61480
751019,61480
754032,61480
894465,61480
57209,61637
314600,61637
582313,61637
754032,61637
771010,61637
987491,61637
139026,61792
809999,61792
22928,61938
114342,61938
139026,61938
182598,61938
192382,61938
240865,61938
346336,61938
354105,61938
404434,61938
489303,61938
489676,61938
577627,61938
631774,61938
754032,61938
771438,61938
840402,61938
894465,61938
131627,62002
489303,62002
577627,62002
894465,62002
314600,62609
336783,62609
478603,62609
582024,62609
582313,62609
631774,62609
799644,62609
182598,62823
38490,62860
66915,62860
135032,62860
162233,62860
194703,62860
379125,62860
631774,62860
754032,62860
939567,62860
987491,62860
988440,62860
314600,64149
424296,64149
577627,64149
631774,64149
754032,64149
87985,64303
100160,64303
423267,64303
577627,64303
582313,64303
754032,64303
962339,64303
5882,65590
38490,65590
41874,65590
228266,65590
346336,65590
354105,65590
379125,65590
531986,65590
562304,65590
577627,65590
582930,65590
672011,65590
754032,65590
840402,65590
631774,66869
754032,66869
840402,66869
754032,67631
840402,67631
350840,68551
808214,68551
404434,68738
625736,68738
754032,68738
840402,68738
66915,69153
754032,69153
5953,69534
139026,69534
192382,69534
193216,69534
297702,69534
299471,69534
320845,69534
659517,69534
894465,69534
28772,69986
753963,69986
848034,69986
811622,70027
177060,70586
320845,70704
66915,70715
505532,70715
114342,70800
562304,70800
577627,70800
596126,70800
894465,70800
926548,70800
12472,71166
100160,71166
182598,71166
183715,71166
428717,71166
489303,71166
504928,71166
564239,71166
751019,71166
894465,71166
66915,71209
631774,71209
66915,72041
131627,72041
567190,72041
751019,72041
754032,72041
894465,72041
66915,72109
170369,72716
327735,72716
195237,72998
100160,73421
582313,73421
754032,73421
840402,73421
926548,73421
379125,73444
394806,73444
66915,73553
204386,73969
754032,73969
354105,74397
100160,74520
135543,74520
182598,74520
500664,74520
562304,74520
567190,74520
577627,74520
751019,74520
894465,74520
923618,74520
925181,74520
753685,74776
346336,74853
22928,75100
112462,75100
139026,75100
182900,75100
192382,75100
193216,75100
240865,75100
354105,75100
489303,75100
577627,75100
596126,75100
659517,75100
805661,75100
139026,75264
354105,75264
187478,75308
182900,75591
61534,75747
66915,75747
182598,75747
562304,75747
577627,75747
596126,75747
749734,75747
926548,75747
162233,76057
270491,76057
304401,76057
311674,76057
346336,76057
354105,76057
404434,76057
754032,76057
799053,76057
850692,76057
170369,76561
179126,76561
38490,77175
66915,77175
270491,77175
754032,77175
894465,77175
66915,78044
354105,78044
754032,78044
246611,78191
771438,78191
59293,78741
631774,78741
754032,78741
840402,78741
939567,78741
41874,78886
100160,78886
754032,78886
43714,79044
564239,79044
754032,79044
85915,79392
754032,79392
796734,79392
5953,79959
424244,79959
41874,79960
61480,79960
85776,79960
112462,79960
131581,79960
139026,79960
192382,79960
193216,79960
503913,79960
577627,79960
659517,79960
685647,79960
754032,79960
796734,79960
100160,80118
345427,80118
346336,80118
772191,80118
179126,80494
100160,80649
423267,80649
577627,80649
894465,80649
926548,80649
100160,80720
114342,80720
314600,80720
754032,80720
771010,80720
840402,80720
894465,80720
51909,80780
66915,80780
96613,80780
123915,80780
130689,80780
177060,80780
182900,80780
187478,80780
204386,80780
228266,80780
270491,80780
313284,80780
686897,80780
754032,80780
796734,80780
830538,80780
894465,80780
936190,80780
945196,80780
962339,80780
300245,81017
107090,81403
182598,81493
562304,81493
645612,81493
771438,81493
840402,81493
811622,81561
182900,81619
187478,81619
359613,81619
796734,81619
21744,81832
66915,81832
130689,81832
204386,81832
754032,81832
811622,81832
814751,82742
987491,82742
34094,83013
66915,83554
359016,83554
754032,83554
66915,83859
345427,83859
754032,83859
29067,84053
100160,84053
110341,84053
406575,84053
423267,84053
482600,84053
483587,84053
489303,84053
577627,84053
754032,84053
805661,84053
5882,84209
5953,84209
100160,84209
112462,84209
139026,84209
193216,84209
240865,84209
293896,84209
354105,84209
489303,84209
531986,84209
562304,84209
577627,84209
596126,84209
659517,84209
749734,84209
754032,84209
771438,84209
805661,84209
894465,84209
100160,84258
240081,84258
96613,84446
270491,84446
20050,84814
139026,84814
187478,84814
293896,84814
354105,84814
577627,84814
754032,84814
830538,84814
894465,84814
66915,85038
336783,85038
379125,85038
505532,85038
59537,85271
170369,85271
192382,85271
354105,85271
503913,85271
672011,85271
771438,85271
200882,85410
100160,85776
112462,85776
314600,85776
354105,85776
489303,85776
577627,85776
631774,85776
754032,85776
894465,85776
939567,85776
66915,85915
137474,85915
754032,85915
796734,85915
59537,86250
112462,86250
139026,86250
192382,86250
354105,86250
503913,86250
771438,86250
96613,86312
170369,86312
270491,86312
686897,86312
936190,86927
64303,87179
99888,87179
151979,87179
575051,87179
628981,87179
631774,87179
683085,87179
754032,87179
890799,87179
36402,87597
66915,87597
100160,87597
154548,87597
198532,87597
754032,87597
894465,87597
41874,87985
66915,87985
754032,87985
72041,88180
139026,88180
170369,88180
297702,88180
503913,88180
21744,89018
38490,89018
66915,89018
131581,89018
194036,89018
194703,89018
297894,89018
336783,89018
379125,89018
463435,89018
505532,89018
631774,89018
754032,89018
894465,89018
939567,89018
987491,89018
988440,89018
112462,89021
187478,89021
240865,89021
354105,89021
754032,89021
894465,89021
139026,89305
868306,89870
814751,89873
473554,90079
660507,90124
100160,90188
577627,90188
772191,90188
845625,90188
12472,90945
112462,90945
152312,90945
346336,90945
753685,90945
131627,91438
500664,91438
504928,91438
771438,91549
114342,91650
182598,91650
404345,91650
562304,91650
771438,91650
840402,91650
926548,91650
377908,91852
130932,92507
170369,92507
194703,92507
379125,92507
170369,93565
424244,93565
745964,93565
771438,93565
114342,93566
500664,93566
504928,93566
567190,93566
569914,93566
631774,93566
840102,93566
894465,93566
29909,93632
149515,93632
293896,93632
892823,93632
894465,93632
925181,93632
139026,93849
577627,93849
659517,93849
745964,93849
894465,93849
5882,94126
379125,94764
41874,94861
336783,94861
346336,94861
610706,94861
799053,94861
76057,94890
346336,94890
645612,94890
753685,94890
949619,94890
66915,95613
754032,95613
28772,96379
346336,96576
531986,96576
38490,96613
66915,96613
130689,96613
177060,96613
195237,96613
204386,96613
328288,96613
377908,96613
394806,96613
686897,96613
758943,96613
894465,96613
112462,96679
170369,96679
187478,96679
240865,96679
745964,96679
894465,96679
175708,96744
187478,96744
240865,96744
767068,96744
808214,96744
139026,96804
66915,96944
246611,96977
177060,97173
195237,97173
293896,97173
686897,97173
796734,97173
936190,97173
66915,97182
100160,97200
754032,97200
327735,97203
139026,97325
771438,97325
38490,97384
131627,97384
170369,97384
182598,97384
379125,97384
745964,97384
894465,97384
177060,97654
293896,97654
894465,97949
200882,98081
139026,98361
5953,98465
139026,98465
192382,98465
199995,98465
203008,98465
246611,98465
354105,98465
377891,98465
577627,98465
611881,98465
623985,98465
674873,98465
685647,98465
771438,98465
809999,98465
835648,98465
850692,98465
754032,98467
139026,98944
66915,99104
651107,99104
799053,99104
887619,99104
894465,99104
5882,99246
100160,99246
754032,99246
41874,99449
57209,99449
645612,99449
754032,99449
840402,99508
894465,99508
66915,99561
754032,99561
754032,99888
239961,100160
754032,100160
651107,100473
771438,100473
64303,100496
755494,100659
531986,101701
1211412,103324
66915,103484
130689,103484
131581,103484
137474,103484
153590,103484
179205,103484
204386,103484
213212,103484
270491,103484
379125,103484
29067,104455
41874,104455
87985,104455
100160,104455
135032,104455
145086,104455
423267,104455
577627,104455
582313,104455
631774,104455
674662,104455
754032,104455
346336,104714
754032,104714
755494,104714
840402,104714
5953,105030
61938,105030
76057,105030
139026,105030
199995,105030
203008,105030
257544,105030
346336,105030
771438,105030
20050,105129
22928,105129
61480,105129
131627,105129
139026,105129
192382,105129
577627,105129
745964,105129
805661,105129
894465,105129
5882,105354
29909,105354
41874,105354
64303,105354
100160,105354
139026,105354
228266,105354
240865,105354
483587,105354
489303,105354
577627,105354
596126,105354
754032,105354
840402,105354
894465,105354
246611,105422
503913,105422
562304,105422
745964,105422
771438,105422
5882,105462
354105,105462
192382,105685
199995,105685
246611,105685
577627,105685
685647,105685
835648,105685
122023,107090
240081,107090
321321,107090
418955,107090
763301,107556
216846,107950
131627,108340
423267,108340
577627,108340
582313,108340
41874,108679
43714,108679
100160,108679
114342,108679
838241,108679
754032,109012
354105,109263
182900,109414
270491,109414
562304,109414
936190,109414
61938,109421
139026,109421
192382,109421
771438,109421
659517,109542
41874,109628
346336,109628
582313,109628
645612,109628
754032,109628
164750,109735
182598,109735
562304,109735
41874,110161
41899,110161
43714,110161
628981,110161
754032,110161
768010,110161
489303,110341
577627,110341
754032,110341
894465,110341
394806,110791
354105,111963
180263,112185
314600,112185
531986,112185
489303,112462
754032,112462
771438,112789
187478,113082
240865,113082
347639,113082
354105,113082
152312,113480
226331,113480
354105,113480
450700,113480
754032,113480
894465,113480
467853,113823
531986,113823
767068,113823
842351,113823
868306,113823
892823,113823
926548,113823
66915,114342
840402,114342
894465,114342
925181,114342
531986,116178
660401,116178
660507,116425
130689,117490
153590,117490
179205,117490
328288,117490
394806,117490
745964,117844
187478,118243
240865,118243
354105,118243
28772,118289
137474,118289
346336,118327
354105,118327
562304,118327
645612,118327
672011,118327
755494,118327
840402,118327
988638,118327
162233,118384
799053,118384
840402,118384
177060,118503
473554,118791
660507,118798
531986,118979
672011,118979
840402,118979
894465,118979
926548,118979
170369,119058
745964,119058
110161,119469
359613,119469
354105,119655
66915,120010
77175,120010
153590,120010
166785,120010
179205,120010
204386,120010
328288,120010
336783,120010
350840,120010
814852,120010
962339,120010
114342,120060
531986,120060
297894,120411
66915,120953
194703,120953
379125,120953
814751,120953
840402,120953
988440,120953
226331,121318
450700,121318
66915,121590
754032,121746
521704,121778
25047,122023
208582,122023
418955,122023
100160,122381
255733,122381
577627,122381
754032,122381
175708,122738
354105,122738
200882,122754
234844,122754
270491,122754
418955,122754
41874,123007
754032,123007
51909,123754
610706,123754
796734,123754
754032,123915
842611,123915
57209,124492
66915,124492
339490,124492
379125,124492
925181,124492
987491,124492
66915,125088
379125,125088
866841,125088
87985,125465
100160,125465
292915,125465
346336,125465
404434,125465
753685,125465
754032,125465
5882,125561
139026,125561
192382,125561
246611,125561
299471,125561
531986,125561
577627,125561
596126,125561
894465,125561
246611,125822
186594,125829
216846,125829
623518,125829
131627,126048
339490,126048
489303,126048
584923,126048
808214,126048
796734,126168
41874,126287
100160,126287
394806,126287
838241,126287
346336,126731
988440,126731
129761,126782
194036,126782
336783,126782
379125,126782
933883,126782
12472,127337
76057,127337
304401,127337
346336,127337
354105,127337
483587,127337
531986,127337
754032,127337
130932,127360
234844,127360
270491,127360
292915,127360
336783,127360
754032,127360
66915,127451
754032,127451
531986,127898
631774,127898
62729,128231
66915,128266
631774,128266
754032,128266
763301,128266
805332,128266
894465,128266
531986,128440
840402,128440
38490,128495
66915,128495
131581,128495
275130,128495
595101,128495
754032,128495
562304,128873
238440,129308
257544,129308
346336,129430
182598,129637
562304,129637
672011,129637
763301,129637
818593,129637
41874,129761
270491,129761
754032,129761
354105,129775
988638,129775
139026,130028
354105,130028
754032,130028
830538,130028
892823,130028
87985,130036
987491,130037
66915,130115
41874,130173
43714,130173
87985,130173
131581,130173
631774,130173
754032,130173
796734,130173
866841,130173
66915,130689
270491,130689
379125,130689
631774,130689
754032,130689
840402,130689
38490,130932
66915,130932
354105,130932
489303,130932
631774,130932
692251,130932
754032,130932
894465,130932
100160,131038
182900,131038
582313,131038
754032,131038
840402,131038
38490,131581
41874,131581
59293,131581
66915,131581
87985,131581
354105,131581
631774,131581
754032,131581
814852,131581
840102,131581
939567,131581
66915,131627
289177,131627
754032,131627
894465,131627
379125,131650
531986,131650
840402,131650
754032,132579
114342,132710
531986,132710
840402,132710
894465,132710
96613,133057
204386,133057
686897,133057
66915,133969
137474,133969
139026,133969
193216,133969
270491,133969
503913,133969
346336,134051
760154,134051
843607,134051
139026,134729
346336,134729
531986,134729
771438,134729
66915,135032
87985,135032
100160,135032
582313,135032
754032,135032
894465,135032
28772,135273
354105,135273
41874,135543
100160,135543
577627,135543
582313,135543
631774,135543
751019,135543
754032,135543
894465,135543
379125,135740
85776,136871
100160,136871
295756,136871
317417,136871
569914,136871
577627,136871
628981,136871
631774,136871
754032,136871
988440,136871
100160,137390
139026,137390
354105,137390
531986,137390
645612,137390
754032,137390
840402,137390
754032,137401
66915,137474
418955,137474
424296,137474
7729,137580
289177,137580
428717,137580
504928,137580
562304,137580
774791,137580
845625,137580
531986,137980
531986,138071
5882,138520
5953,138520
58372,138520
182598,138520
314600,138520
531986,138520
562304,138520
754032,138520
866841,138520
894465,138520
894465,138699
38490,139026
110341,139026
112462,139026
162233,139026
182900,139026
311674,139026
345427,139026
354105,139026
423267,139026
569914,139026
746010,139026
754032,139026
894465,139026
41874,139089
350840,139089
575051,139089
59293,139212
204386,139212
754032,139212
110161,139655
936190,139655
531986,139741
5953,139908
22928,139908
114342,139908
139026,139908
192382,139908
193216,139908
246611,139908
503913,139908
531986,139908
562304,139908
771438,139908
805661,139908
894465,139908
224638,140499
238440,140499
531986,140499
5953,140689
182598,140689
489676,140689
562304,140689
596126,140689
774791,140689
840402,140689
894465,140689
112462,140816
240865,140816
354105,140816
5882,141681
139026,141681
192382,141681
193216,141681
246611,141681
299471,141681
659517,141681
749734,141681
771438,141681
809999,141681
835648,141681
5953,141683
59537,141683
139026,141683
246611,141683
299471,141683
320845,141683
377891,141683
531986,141683
596126,141683
660401,141683
745241,141683
749734,141683
771438,141683
835648,141683
45313,141774
85915,141774
93632,141774
149515,141774
424296,141774
609396,141774
478603,141838
493122,141838
500664,141838
564239,141838
577627,141838
750456,141838
751019,141838
754032,141838
584923,142050
686897,142050
866841,142050
987491,142050
562304,142652
577627,142652
41874,142963
135543,142963
346336,142963
582313,142963
633079,142963
754032,142963
774791,142963
936425,142963
61938,143749
66915,143749
131627,143749
379125,143749
988638,143749
38490,143781
131627,143781
751019,143781
894465,143781
939567,144629
38490,144847
41874,144847
131581,144847
179205,144847
194036,144847
194703,144847
204386,144847
297894,144847
379125,144847
398259,144847
631774,144847
754032,144847
939567,144847
987491,144847
100160,145086
754032,145086
114342,145128
469286,145128
500664,145128
504928,145128
531986,145128
562304,145128
754032,145128
840402,145128
843607,145128
923618,145128
21744,146490
187478,146544
240865,146544
255371,146544
354105,146544
933568,146544
660507,146551
186805,147468
66915,147635
754032,147635
346336,147638
292915,148004
114342,148355
753685,148355
66915,149515
493122,149515
505532,149515
624504,149515
751019,149515
754032,149515
894465,149515
531986,149840
238440,150048
346336,150048
112462,150181
139026,150181
270491,151290
313284,151290
328288,151290
631774,151290
745964,151290
336783,151504
41874,151549
186594,151549
418955,151549
192382,151787
246611,151787
672011,151787
771438,151787
5882,151979
34094,151979
64303,151979
75665,151979
87985,151979
478603,151979
484145,151979
575051,151979
683085,151979
754032,151979
784760,151979
66915,152002
194703,152002
198532,152002
744265,152002
754032,152002
894465,152002
987491,152002
379125,152023
754032,152023
754032,152312
660507,152384
45313,153103
270491,153103
838241,153103
85915,153129
93632,153129
110161,153129
149515,153129
609396,153129
66915,153590
754032,153590
96964,153915
182900,153915
287917,153915
680065,153915
799053,153915
121318,153933
152312,153933
226331,153933
254556,153933
450700,153933
830538,153933
139026,154417
771438,154417
418955,154530
840402,154530
577627,154544
313284,154822
398259,154822
745964,154822
988440,154822
5882,154998
114342,154998
224638,154998
531986,154998
840402,154998
868306,154998
28772,155563
66915,155801
87985,155801
564239,155801
754032,155801
182598,156043
763301,156043
771438,156043
246611,156122
299471,156122
424244,156122
139026,156484
531986,156484
753685,156886
295756,157377
771438,158018
33560,158309
139026,158309
293896,158309
493122,158309
894465,158309
936190,158309
85915,158540
204386,158540
754032,158540
796734,158540
577627,158656
121318,158849
200882,159214
930722,159214
43714,159433
151979,159433
796734,159433
66915,159699
194703,159699
270491,159699
754032,159699
987491,159699
489303,160054
749734,160054
112462,161351
139026,161351
152312,161351
170369,161351
295756,161351
354105,161351
379125,161351
503913,161351
745964,161351
760154,161351
771438,161351
988440,161351
51909,161808
686897,161808
796734,161808
936190,161808
531986,161920
85915,162197
129761,162197
204386,162197
270491,162197
394806,162197
776562,162197
796734,162197
936425,162197
12472,162233
66915,162233
270491,162233
505532,162233
631774,162233
754032,162233
799053,162233
840102,162233
686897,162269
796734,162269
96613,162487
686897,162487
936190,162487
66915,162943
379125,162943
41874,163229
43714,163229
87985,163229
